id,employee_id,shift_id,date,created_at
d8af333b-6da9-4cd6-bf5e-91f8c880b793,cfe20a08-8096-45b1-adf9-6bde914abbf5,556b71cf-f5c6-4dfd-b35f-abbf65312e92,2026-06-18,2026-06-18 11:18:39.892016+00
dd9b7a4e-d6d9-4454-963d-b048aef1a840,d23bd020-bb9d-497b-8a51-2a26e282eaec,556b71cf-f5c6-4dfd-b35f-abbf65312e92,2026-06-18,2026-06-18 11:13:17.674819+00
