id,branch_id,name,start_time,end_time,created_at
556b71cf-f5c6-4dfd-b35f-abbf65312e92,98b2a47a-0bd8-48dd-acbc-b0f27842dde7,day shift,09:00:00,17:00:00,2026-06-18 11:13:15.323148+00
